"Frame","Lat","Lon","Alt","TerrainElevation","Yaw","Pitch","Roll","GimYaw","GimPitch","GimRoll","Timestamp","BoundingBoxClass","BoundingBoxCentre_X","BoundingBoxCentre_Y","BoundingBox_Width%","BoundingBox_Height%"
"227","50.4264401","12.5292996","893.0","825.9418334960938","-51.13","-8.47","0.68","-52.71","-89.97","0.01","7.6076","1","0.692578","0.565509","0.0523437","0.0828704"
"228","50.4264401","12.5292996","893.0","825.9418334960938","-51.13","-8.47","0.68","-52.71","-89.97","0.01","7.6076","1","0.601042","0.176389","0.0489583","0.0907407"
"228","50.4264401","12.5292996","893.0","825.9418334960938","-51.13","-8.47","0.68","-52.71","-89.97","0.01","7.6076","1","0.691406","0.57037","0.0557292","0.087963"
"229","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.600521","0.181019","0.0541667","0.0962963"
"229","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.691406","0.579861","0.0552083","0.0893519"
"229","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.122917","0.712731","0.0395833","0.0717593"
"230","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.0816406","0.681944","0.0497396","0.0833333"
"230","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.600391","0.18912","0.0580729","0.103241"
"230","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.692057","0.584722","0.0544271","0.0888889"
"231","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.599349","0.197685","0.0570313","0.0953704"
"231","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.693099","0.589815","0.0554687","0.0842593"
"231","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.0809896","0.689352","0.0541667","0.0851852"
"232","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.59987","0.203935","0.0606771","0.0949074"
"232","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.691406","0.594213","0.0552083","0.0865741"
"232","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.123958","0.732176","0.0421875","0.0736111"
"233","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.59987","0.206713","0.0528646","0.0949074"
"233","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.148177","0.650926","0.0458333","0.0787037"
"233","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.0813802","0.700231","0.0523437","0.0828704"
"233","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.691406","0.602546","0.0567708","0.0893519"
"233","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.121745","0.741435","0.0388021","0.0671296"
"234","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.146875","0.661343","0.0494792","0.0884259"
"234","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.0826823","0.70787","0.0502604","0.087037"
"234","50.4264532","12.5292755","893.0","822.431396484375","-50.78","-8.84","1.82","-52.53","-89.97","0.0","7.8078","1","0.690885","0.611111","0.0541667","0.0888889"
"235","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.59987","0.220602","0.0565104","0.0958333"
"235","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.691927","0.618056","0.05625","0.0916667"
"235","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.0825521","0.715972","0.0546875","0.0847222"
"236","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.693099","0.622454","0.0580729","0.0902778"
"236","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.597135","0.22963","0.0552083","0.0962963"
"236","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.12513","0.762963","0.0445312","0.075"
"237","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.692578","0.625463","0.0580729","0.0898148"
"237","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.59987","0.234491","0.0492188","0.0939815"
"237","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.123307","0.767824","0.0393229","0.0671296"
"238","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.600521","0.23912","0.0536458","0.0958333"
"238","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.691927","0.63588","0.0541667","0.0875"
"238","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.0839844","0.736111","0.0539063","0.0953704"
"238","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.15","0.172222","0.0515625","0.0851852"
"239","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.0821615","0.744213","0.0528646","0.0893519"
"239","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.597656","0.25","0.0526042","0.0953704"
"239","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.148698","0.178241","0.0567708","0.0916667"
"239","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.148958","0.695602","0.0505208","0.0791667"
"239","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.694271","0.641667","0.0546875","0.087037"
"239","50.4264635","12.5292565","893.0","822.431396484375","-50.58","-10.34","2.4","-52.51","-89.97","-0.01","7.974633333333333","1","0.190104","0.121528","0.0479167","0.0800926"
"240","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.0820312","0.751852","0.0572917","0.0898148"
"240","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.148958","0.185185","0.0567708","0.0916667"
"240","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.600391","0.252778","0.0549479","0.0990741"
"240","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.124349","0.791667","0.0440104","0.0777778"
"240","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.730469","0.10463","0.0505208","0.0814815"
"240","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.692969","0.64838","0.0546875","0.0865741"
"241","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.690885","0.653472","0.0567708","0.0912037"
"241","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.59987","0.261574","0.0565104","0.0916667"
"241","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.0824219","0.760417","0.0539063","0.0875"
"241","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.147656","0.190509","0.0515625","0.0837963"
"242","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.59987","0.265972","0.0502604","0.0930556"
"242","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.692578","0.656713","0.0559896","0.0902778"
"242","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.0829427","0.765278","0.0518229","0.0861111"
"242","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.284635","0.394676","0.0453125","0.0763889"
"242","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.121094","0.803241","0.0385417","0.0657407"
"242","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.198047","0.105093","0.0513021","0.0972222"
"243","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.598828","0.274306","0.0528646","0.0967593"
"243","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.0841146","0.769676","0.05","0.0875"
"243","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.198958","0.10162","0.0458333","0.0791667"
"243","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.146484","0.205787","0.0539063","0.0828704"
"243","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.123047","0.806713","0.0434896","0.0736111"
"243","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.693099","0.666667","0.0528646","0.0861111"
"244","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.598698","0.280556","0.0520833","0.0953704"
"244","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.692578","0.673611","0.0544271","0.0898148"
"244","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.0841146","0.778472","0.0515625","0.0856481"
"244","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.198437","0.104167","0.0510417","0.0805556"
"244","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.188411","0.152315","0.0455729","0.075"
"244","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.148568","0.213194","0.0539063","0.0875"
"245","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.598177","0.288194","0.0557292","0.0967593"
"245","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.69362","0.678009","0.0539063","0.0884259"
"245","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.123958","0.676157","0.0473958","0.0708333"
"245","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.0832031","0.784722","0.0570313","0.087037"
"245","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.189453","0.159954","0.0408854","0.0699074"
"245","50.4264762","12.5292327","893.0","822.431396484375","-50.51","-10.55","1.45","-52.17","-89.97","0.0","8.174833333333334","1","0.123568","0.825463","0.0367187","0.0648148"
"246","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.164062","0.347917","0.0421875","0.0708333"
"246","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.598307","0.295139","0.0539063","0.0939815"
"246","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.692448","0.684491","0.0557292","0.0912037"
"246","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.335547","0.769213","0.0434896","0.075463"
"246","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.0832031","0.795602","0.0528646","0.0884259"
"246","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.19987","0.122454","0.0518229","0.0875"
"246","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.284375","0.421296","0.0442708","0.075"
"247","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.599349","0.300694","0.0518229","0.0939815"
"247","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.0830729","0.802546","0.053125","0.0921296"
"247","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.199219","0.127778","0.053125","0.0805556"
"247","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.692448","0.68912","0.0552083","0.0884259"
"247","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.148828","0.236111","0.0549479","0.0916667"
"247","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.189323","0.173611","0.0453125","0.0805556"
"248","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.598698","0.309259","0.0520833","0.0953704"
"248","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.083724","0.809028","0.0539063","0.0902778"
"248","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.198958","0.131944","0.0515625","0.0796296"
"248","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.188932","0.179398","0.0445312","0.0782407"
"248","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.693099","0.697454","0.0523437","0.0837963"
"248","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.148698","0.242361","0.053125","0.0865741"
"249","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.197135","0.136111","0.0479167","0.0814815"
"249","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.0855469","0.811343","0.0559896","0.0921296"
"249","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.597005","0.31875","0.0486979","0.0893519"
"249","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.189063","0.186574","0.040625","0.0657407"
"249","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.729297","0.170602","0.0513021","0.0856481"
"250","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.596615","0.321991","0.0557292","0.0939815"
"250","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.690234","0.709722","0.0554687","0.0907407"
"250","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.198437","0.14375","0.0484375","0.0773148"
"250","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.335156","0.796065","0.0416667","0.0708333"
"251","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.598177","0.32963","0.053125","0.0962963"
"251","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.083724","0.831481","0.0523437","0.0898148"
"251","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.199089","0.159259","0.0533854","0.087037"
"251","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.690234","0.715278","0.0559896","0.0916667"
"251","50.4264878","12.5292112","893.0","822.431396484375","-50.84","-10.82","1.31","-52.07","-89.97","0.0","8.375033333333333","1","0.14974","0.262731","0.0520833","0.0837963"
"252","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.599219","0.335417","0.0520833","0.0958333"
"252","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.199219","0.161806","0.0489583","0.0782407"
"252","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.0839844","0.837731","0.0486979","0.0856481"
"252","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.73099","0.191435","0.046875","0.0800926"
"252","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.145833","0.268981","0.0536458","0.0814815"
"252","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.196354","0.1875","0.0489583","0.0833333"
"252","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.692057","0.723843","0.0544271","0.0939815"
"253","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.598177","0.341667","0.0546875","0.0962963"
"253","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.197135","0.164583","0.0494792","0.0800926"
"253","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.692578","0.731713","0.0533854","0.0902778"
"253","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.0854167","0.841898","0.0541667","0.0884259"
"253","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.163802","0.396759","0.0427083","0.0703704"
"253","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.729948","0.199769","0.0458333","0.0763889"
"253","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.189714","0.21412","0.0424479","0.0708333"
"254","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.598307","0.350231","0.0544271","0.0939815"
"254","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.198568","0.171296","0.0502604","0.0861111"
"254","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.083724","0.846991","0.0559896","0.0902778"
"254","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.692578","0.737269","0.0528646","0.0893519"
"254","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.149479","0.286343","0.0526042","0.0810185"
"254","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.730469","0.202778","0.0484375","0.0824074"
"254","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.191536","0.200694","0.0460938","0.0902778"
"255","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.598828","0.355324","0.0544271","0.0939815"
"255","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.338281","0.831019","0.0473958","0.075"
"255","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.691406","0.743981","0.0541667","0.0981481"
"255","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.198828","0.175","0.0476562","0.0777778"
"255","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.0826823","0.863657","0.0507812","0.0865741"
"255","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.189583","0.230093","0.0395833","0.0703704"
"255","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.146615","0.810417","0.0421875","0.0708333"
"256","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.598828","0.36412","0.0513021","0.0958333"
"256","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.690365","0.752083","0.0520833","0.0949074"
"256","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.198698","0.190509","0.0473958","0.0782407"
"256","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.0847656","0.868981","0.0481771","0.0851852"
"256","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.148047","0.818981","0.0466146","0.0768519"
"257","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.599349","0.368519","0.0528646","0.0944444"
"257","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.199479","0.193056","0.0505208","0.0740741"
"257","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.690365","0.757407","0.0578125","0.10463"
"257","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.188932","0.244444","0.0403646","0.0703704"
"257","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.729948","0.226157","0.0479167","0.0791667"
"258","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.597656","0.375463","0.0546875","0.0972222"
"258","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.198568","0.196759","0.0450521","0.0722222"
"258","50.4264993","12.5291894","893.0","822.431396484375","-51.11","-10.4","1.05","-52.25","-89.97","0.01","8.608600000000001","1","0.730469","0.232176","0.0479167","0.0800926"
"259","50.4265103","12.5291682","893.0","822.431396484375","-51.24","-9.83","2.94","-52.29","-89.97","0.0","8.8088","1","0.598828","0.383796","0.0539063","0.0935185"
"259","50.4265103","12.5291682","893.0","822.431396484375","-51.24","-9.83","2.94","-52.29","-89.97","0.0","8.8088","1","0.691406","0.772685","0.05","0.087963"
"259","50.4265103","12.5291682","893.0","822.431396484375","-51.24","-9.83","2.94","-52.29","-89.97","0.0","8.8088","1","0.198047","0.203472","0.0460938","0.075463"
"259","50.4265103","12.5291682","893.0","822.431396484375","-51.24","-9.83","2.94","-52.29","-89.97","0.0","8.8088","1","0.336198","0.857176","0.0463542","0.0773148"
"259","50.4265103","12.5291682","893.0","822.431396484375","-51.24","-9.83","2.94","-52.29","-89.97","0.0","8.8088","1","0.189453","0.257176","0.0377604","0.0634259"
"259","50.4265103","12.5291682","893.0","822.431396484375","-51.24","-9.83","2.94","-52.29","-89.97","0.0","8.8088","1","0.124219","0.923611","0.0489583","0.0777778"
"260","50.4265103","12.5291682","893.0","822.431396484375","-51.24","-9.83","2.94","-52.29","-89.97","0.0","8.8088","1","0.597135","0.390741","0.05625","0.0925926"
"260","50.4265103","12.5291682","893.0","822.431396484375","-51.24","-9.83","2.94","-52.29","-89.97","0.0","8.8088","1","0.189974","0.265278","0.0408854","0.0712963"
"260","50.4265103","12.5291682","893.0","822.431396484375","-51.24","-9.83","2.94","-52.29","-89.97","0.0","8.8088","1","0.200391","0.21088","0.0486979","0.075463"
"261","50.4265103","12.5291682","893.0","822.431396484375","-51.24","-9.83","2.94","-52.29","-89.97","0.0","8.8088","1","0.599349","0.39375","0.0554687","0.0976852"
